date,sector,business_type,estimated_transactions,estimated_revenue
2026-04-10,College Road,Services,84,100800
2026-04-10,College Road,Food & Beverage,256,89600
2026-04-10,College Road,Healthcare,52,78000
2026-04-10,Industrial Zone,Entertainment,60,30000
2026-04-10,Industrial Zone,Retail,68,54400
2026-04-10,Industrial Zone,Services,35,42000
2026-04-10,Industrial Zone,Healthcare,22,33000
2026-04-10,Industrial Zone,Food & Beverage,128,44800
2026-04-10,Industrial Zone,Grocery,84,50400
2026-04-10,Central Mall,Healthcare,92,138000
2026-04-10,Central Mall,Retail,249,199200
2026-04-10,Central Mall,Entertainment,192,96000
2026-04-10,Central Mall,Grocery,406,243600
2026-04-10,Station Area,Grocery,213,127800
2026-04-10,Station Area,Retail,172,137600
2026-04-10,Station Area,Food & Beverage,261,91350
2026-04-10,Station Area,Entertainment,156,78000
2026-04-11,Market Street,Retail,342,273600
2026-04-11,Market Street,Healthcare,114,171000
2026-04-11,Market Street,Entertainment,263,131500
2026-04-11,Market Street,Services,153,183600
2026-04-11,Market Street,Grocery,376,225600
2026-04-11,Market Street,Food & Beverage,407,142450
2026-04-11,Tech Park,Healthcare,56,84000
2026-04-11,Tech Park,Entertainment,117,58500
2026-04-11,Tech Park,Services,71,85200
2026-04-11,Tech Park,Retail,158,126400
2026-04-11,Old Town,Entertainment,115,57500
2026-04-11,Old Town,Grocery,222,133200
2026-04-11,Old Town,Retail,157,125600
2026-04-11,Old Town,Services,90,108000
2026-04-11,Old Town,Food & Beverage,265,92750
2026-04-11,Old Town,Healthcare,45,67500
2026-04-11,Riverside,Food & Beverage,183,64050
2026-04-11,Riverside,Healthcare,40,60000
2026-04-11,Riverside,Grocery,145,87000
2026-04-11,Riverside,Retail,117,93600
2026-04-11,Riverside,Services,52,62400
2026-04-11,College Road,Retail,125,100000
2026-04-11,College Road,Grocery,156,93600
2026-04-11,College Road,Entertainment,107,53500
2026-04-11,College Road,Services,67,80400
2026-04-11,College Road,Food & Beverage,223,78050
2026-04-11,College Road,Healthcare,46,69000
2026-04-11,Industrial Zone,Entertainment,54,27000
2026-04-11,Industrial Zone,Retail,65,52000
2026-04-11,Industrial Zone,Services,30,36000
2026-04-11,Industrial Zone,Healthcare,21,31500
2026-04-11,Industrial Zone,Food & Beverage,99,34650
2026-04-11,Industrial Zone,Grocery,81,48600
2026-04-11,Central Mall,Healthcare,111,166500
2026-04-11,Central Mall,Retail,313,250400
2026-04-11,Central Mall,Entertainment,223,111500
2026-04-11,Central Mall,Grocery,432,259200
2026-04-11,Station Area,Grocery,233,139800
2026-04-11,Station Area,Retail,148,118400
2026-04-11,Station Area,Food & Beverage,286,100100
2026-04-11,Station Area,Entertainment,163,81500
2026-04-12,Market Street,Retail,331,264800
2026-04-12,Market Street,Healthcare,116,174000
2026-04-12,Market Street,Entertainment,249,124500
2026-04-12,Market Street,Services,179,214800
2026-04-12,Market Street,Grocery,371,222600
2026-04-12,Market Street,Food & Beverage,468,163800
2026-04-12,Tech Park,Healthcare,32,48000
2026-04-12,Tech Park,Entertainment,121,60500
2026-04-12,Tech Park,Services,83,99600
2026-04-12,Tech Park,Retail,128,102400
2026-04-12,Old Town,Entertainment,122,61000
2026-04-12,Old Town,Grocery,193,115800
2026-04-12,Old Town,Retail,162,129600
2026-04-12,Old Town,Services,93,111600
2026-04-12,Old Town,Food & Beverage,215,75250
2026-04-12,Old Town,Healthcare,54,81000
2026-04-12,Riverside,Food & Beverage,177,61950
2026-04-12,Riverside,Healthcare,37,55500
2026-04-12,Riverside,Grocery,153,91800
2026-04-12,Riverside,Retail,107,85600
2026-04-12,Riverside,Services,57,68400
2026-04-12,College Road,Retail,141,112800
2026-04-12,College Road,Grocery,212,127200
2026-04-12,College Road,Entertainment,120,60000
2026-04-12,College Road,Services,79,94800
2026-04-12,College Road,Food & Beverage,211,73850
2026-04-12,College Road,Healthcare,46,69000
2026-04-12,Industrial Zone,Entertainment,57,28500
2026-04-12,Industrial Zone,Retail,66,52800
2026-04-12,Industrial Zone,Services,37,44400
2026-04-12,Industrial Zone,Healthcare,25,37500
2026-04-12,Industrial Zone,Food & Beverage,121,42350
2026-04-12,Industrial Zone,Grocery,88,52800
2026-04-12,Central Mall,Healthcare,116,174000
2026-04-12,Central Mall,Retail,275,220000
2026-04-12,Central Mall,Entertainment,290,145000
2026-04-12,Central Mall,Grocery,476,285600
2026-04-12,Station Area,Grocery,218,130800
2026-04-12,Station Area,Retail,155,124000
2026-04-12,Station Area,Food & Beverage,254,88900
2026-04-12,Station Area,Entertainment,103,51500
2026-04-13,Market Street,Retail,180,144000
2026-04-13,Market Street,Healthcare,69,103500
2026-04-13,Market Street,Entertainment,186,93000
2026-04-13,Market Street,Services,105,126000
2026-04-13,Market Street,Grocery,274,164400
2026-04-13,Market Street,Food & Beverage,363,127050
2026-04-13,Tech Park,Healthcare,62,93000
2026-04-13,Tech Park,Entertainment,169,84500
2026-04-13,Tech Park,Services,100,120000
2026-04-13,Tech Park,Retail,221,176800
2026-04-13,Old Town,Entertainment,93,46500
2026-04-13,Old Town,Grocery,157,94200
2026-04-13,Old Town,Retail,105,84000
2026-04-13,Old Town,Services,65,78000
2026-04-13,Old Town,Food & Beverage,230,80500
2026-04-13,Old Town,Healthcare,34,51000
2026-04-13,Riverside,Food & Beverage,142,49700
2026-04-13,Riverside,Healthcare,30,45000
2026-04-13,Riverside,Grocery,126,75600
2026-04-13,Riverside,Retail,83,66400
2026-04-13,Riverside,Services,33,39600
2026-04-13,College Road,Retail,184,147200
2026-04-13,College Road,Grocery,232,139200
2026-04-13,College Road,Entertainment,107,53500
2026-04-13,College Road,Services,81,97200
2026-04-13,College Road,Food & Beverage,312,109200
2026-04-13,College Road,Healthcare,61,91500
2026-04-13,Industrial Zone,Entertainment,63,31500
2026-04-13,Industrial Zone,Retail,71,56800
2026-04-13,Industrial Zone,Services,38,45600
2026-04-13,Industrial Zone,Healthcare,23,34500
2026-04-13,Industrial Zone,Food & Beverage,134,46900
2026-04-13,Industrial Zone,Grocery,87,52200
2026-04-13,Central Mall,Healthcare,88,132000
2026-04-13,Central Mall,Retail,318,254400
2026-04-13,Central Mall,Entertainment,230,115000
2026-04-13,Central Mall,Grocery,438,262800
2026-04-13,Station Area,Grocery,216,129600
2026-04-13,Station Area,Retail,172,137600
2026-04-13,Station Area,Food & Beverage,262,91700
2026-04-13,Station Area,Entertainment,139,69500
2026-04-14,Market Street,Retail,160,128000
2026-04-14,Market Street,Healthcare,59,88500
2026-04-14,Market Street,Entertainment,129,64500
2026-04-14,Market Street,Services,107,128400
2026-04-14,Market Street,Grocery,269,161400
2026-04-14,Market Street,Food & Beverage,259,90650
2026-04-14,Tech Park,Healthcare,80,120000
2026-04-14,Tech Park,Entertainment,212,106000
2026-04-14,Tech Park,Services,113,135600
2026-04-14,Tech Park,Retail,199,159200
2026-04-14,Old Town,Entertainment,131,65500
2026-04-14,Old Town,Grocery,148,88800
2026-04-14,Old Town,Retail,128,102400
2026-04-14,Old Town,Services,69,82800
2026-04-14,Old Town,Food & Beverage,242,84700
2026-04-14,Old Town,Healthcare,44,66000
2026-04-14,Riverside,Food & Beverage,123,43050
2026-04-14,Riverside,Healthcare,23,34500
2026-04-14,Riverside,Grocery,100,60000
2026-04-14,Riverside,Retail,70,56000
2026-04-14,Riverside,Services,41,49200
2026-04-14,College Road,Retail,154,123200
2026-04-14,College Road,Grocery,185,111000
2026-04-14,College Road,Entertainment,147,73500
2026-04-14,College Road,Services,82,98400
2026-04-14,College Road,Food & Beverage,238,83300
2026-04-14,College Road,Healthcare,53,79500
2026-04-14,Industrial Zone,Entertainment,51,25500
2026-04-14,Industrial Zone,Retail,52,41600
2026-04-14,Industrial Zone,Services,35,42000
2026-04-14,Industrial Zone,Healthcare,18,27000
2026-04-14,Industrial Zone,Food & Beverage,124,43400
2026-04-14,Industrial Zone,Grocery,89,53400
2026-04-14,Central Mall,Healthcare,69,103500
2026-04-14,Central Mall,Retail,201,160800
2026-04-14,Central Mall,Entertainment,172,86000
2026-04-14,Central Mall,Grocery,308,184800
2026-04-14,Station Area,Grocery,220,132000
2026-04-14,Station Area,Retail,162,129600
2026-04-14,Station Area,Food & Beverage,278,97300
2026-04-14,Station Area,Entertainment,124,62000
2026-04-15,Market Street,Retail,173,138400
2026-04-15,Market Street,Healthcare,47,70500
2026-04-15,Market Street,Entertainment,157,78500
2026-04-15,Market Street,Services,98,117600
2026-04-15,Market Street,Grocery,221,132600
2026-04-15,Market Street,Food & Beverage,356,124600
2026-04-15,Tech Park,Healthcare,60,90000
2026-04-15,Tech Park,Entertainment,128,64000
2026-04-15,Tech Park,Services,103,123600
2026-04-15,Tech Park,Retail,186,148800
2026-04-15,Old Town,Entertainment,94,47000
2026-04-15,Old Town,Grocery,145,87000
2026-04-15,Old Town,Retail,118,94400
2026-04-15,Old Town,Services,59,70800
2026-04-15,Old Town,Food & Beverage,200,70000
2026-04-15,Old Town,Healthcare,30,45000
2026-04-15,Riverside,Food & Beverage,132,46200
2026-04-15,Riverside,Healthcare,32,48000
2026-04-15,Riverside,Grocery,102,61200
2026-04-15,Riverside,Retail,77,61600
2026-04-15,Riverside,Services,42,50400
2026-04-15,College Road,Retail,167,133600
2026-04-15,College Road,Grocery,197,118200
2026-04-15,College Road,Entertainment,148,74000
2026-04-15,College Road,Services,102,122400
2026-04-15,College Road,Food & Beverage,315,110250
2026-04-15,College Road,Healthcare,62,93000
2026-04-15,Industrial Zone,Entertainment,48,24000
2026-04-15,Industrial Zone,Retail,65,52000
2026-04-15,Industrial Zone,Services,31,37200
2026-04-15,Industrial Zone,Healthcare,18,27000
2026-04-15,Industrial Zone,Food & Beverage,96,33600
2026-04-15,Industrial Zone,Grocery,84,50400
2026-04-15,Central Mall,Healthcare,100,150000
2026-04-15,Central Mall,Retail,247,197600
2026-04-15,Central Mall,Entertainment,213,106500
2026-04-15,Central Mall,Grocery,363,217800
2026-04-15,Station Area,Grocery,211,126600
2026-04-15,Station Area,Retail,176,140800
2026-04-15,Station Area,Food & Beverage,250,87500
2026-04-15,Station Area,Entertainment,115,57500
2026-04-16,Market Street,Retail,201,160800
2026-04-16,Market Street,Healthcare,62,93000
2026-04-16,Market Street,Entertainment,159,79500
2026-04-16,Market Street,Services,103,123600
2026-04-16,Market Street,Grocery,234,140400
2026-04-16,Market Street,Food & Beverage,323,113050
2026-04-16,Tech Park,Healthcare,58,87000
2026-04-16,Tech Park,Entertainment,183,91500
2026-04-16,Tech Park,Services,92,110400
2026-04-16,Tech Park,Retail,197,157600
2026-04-16,Old Town,Entertainment,74,37000
2026-04-16,Old Town,Grocery,146,87600
2026-04-16,Old Town,Retail,100,80000
2026-04-16,Old Town,Services,52,62400
2026-04-16,Old Town,Food & Beverage,187,65450
2026-04-16,Old Town,Healthcare,34,51000
2026-04-16,Riverside,Food & Beverage,147,51450
2026-04-16,Riverside,Healthcare,25,37500
2026-04-16,Riverside,Grocery,96,57600
2026-04-16,Riverside,Retail,84,67200
2026-04-16,Riverside,Services,43,51600
2026-04-16,College Road,Retail,182,145600
2026-04-16,College Road,Grocery,227,136200
2026-04-16,College Road,Entertainment,140,70000
2026-04-16,College Road,Services,76,91200
2026-04-16,College Road,Food & Beverage,340,119000
2026-04-16,College Road,Healthcare,56,84000
2026-04-16,Industrial Zone,Entertainment,58,29000
2026-04-16,Industrial Zone,Retail,62,49600
2026-04-16,Industrial Zone,Services,37,44400
2026-04-16,Industrial Zone,Healthcare,19,28500
2026-04-16,Industrial Zone,Food & Beverage,118,41300
2026-04-16,Industrial Zone,Grocery,87,52200
2026-04-16,Central Mall,Healthcare,83,124500
2026-04-16,Central Mall,Retail,267,213600
2026-04-16,Central Mall,Entertainment,175,87500
2026-04-16,Central Mall,Grocery,310,186000
2026-04-16,Station Area,Grocery,299,179400
2026-04-16,Station Area,Retail,259,207200
2026-04-16,Station Area,Food & Beverage,352,123200
2026-04-16,Station Area,Entertainment,181,90500
2026-04-17,Market Street,Retail,183,146400
2026-04-17,Market Street,Healthcare,73,109500
2026-04-17,Market Street,Entertainment,122,61000
2026-04-17,Market Street,Services,100,120000
2026-04-17,Market Street,Grocery,207,124200
2026-04-17,Market Street,Food & Beverage,232,81200
2026-04-17,Tech Park,Healthcare,62,93000
2026-04-17,Tech Park,Entertainment,148,74000
2026-04-17,Tech Park,Services,94,112800
2026-04-17,Tech Park,Retail,180,144000
2026-04-17,Old Town,Entertainment,113,56500
2026-04-17,Old Town,Grocery,140,84000
2026-04-17,Old Town,Retail,113,90400
2026-04-17,Old Town,Services,54,64800
2026-04-17,Old Town,Food & Beverage,186,65100
2026-04-17,Old Town,Healthcare,35,52500
2026-04-17,Riverside,Food & Beverage,124,43400
2026-04-17,Riverside,Healthcare,30,45000
2026-04-17,Riverside,Grocery,116,69600
2026-04-17,Riverside,Retail,78,62400
2026-04-17,Riverside,Services,31,37200
2026-04-17,College Road,Retail,155,124000
2026-04-17,College Road,Grocery,272,163200
2026-04-17,College Road,Entertainment,125,62500
2026-04-17,College Road,Services,95,114000
2026-04-17,College Road,Food & Beverage,307,107450
2026-04-17,College Road,Healthcare,54,81000
2026-04-17,Industrial Zone,Entertainment,52,26000
2026-04-17,Industrial Zone,Retail,54,43200
2026-04-17,Industrial Zone,Services,40,48000
2026-04-17,Industrial Zone,Healthcare,21,31500
2026-04-17,Industrial Zone,Food & Beverage,121,42350
2026-04-17,Industrial Zone,Grocery,83,49800
2026-04-17,Central Mall,Healthcare,88,132000
2026-04-17,Central Mall,Retail,273,218400
2026-04-17,Central Mall,Entertainment,224,112000
2026-04-17,Central Mall,Grocery,323,193800
2026-04-17,Station Area,Grocery,255,153000
2026-04-17,Station Area,Retail,161,128800
2026-04-17,Station Area,Food & Beverage,237,82950
2026-04-17,Station Area,Entertainment,135,67500
2026-04-18,Market Street,Retail,256,204800
2026-04-18,Market Street,Healthcare,86,129000
2026-04-18,Market Street,Entertainment,232,116000
2026-04-18,Market Street,Services,133,159600
2026-04-18,Market Street,Grocery,337,202200
2026-04-18,Market Street,Food & Beverage,379,132650
2026-04-18,Tech Park,Healthcare,55,82500
2026-04-18,Tech Park,Entertainment,124,62000
2026-04-18,Tech Park,Services,77,92400
2026-04-18,Tech Park,Retail,123,98400
2026-04-18,Old Town,Entertainment,140,70000
2026-04-18,Old Town,Grocery,178,106800
2026-04-18,Old Town,Retail,143,114400
2026-04-18,Old Town,Services,84,100800
2026-04-18,Old Town,Food & Beverage,224,78400
2026-04-18,Old Town,Healthcare,43,64500
2026-04-18,Riverside,Food & Beverage,157,54950
2026-04-18,Riverside,Healthcare,42,63000
2026-04-18,Riverside,Grocery,151,90600
2026-04-18,Riverside,Retail,155,124000
2026-04-18,Riverside,Services,57,68400
2026-04-18,College Road,Retail,120,96000
2026-04-18,College Road,Grocery,166,99600
2026-04-18,College Road,Entertainment,108,54000
2026-04-18,College Road,Services,67,80400
2026-04-18,College Road,Food & Beverage,234,81900
2026-04-18,College Road,Healthcare,39,58500
2026-04-18,Industrial Zone,Entertainment,39,19500
2026-04-18,Industrial Zone,Retail,46,36800
2026-04-18,Industrial Zone,Services,23,27600
2026-04-18,Industrial Zone,Healthcare,18,27000
2026-04-18,Industrial Zone,Food & Beverage,92,32200
2026-04-18,Industrial Zone,Grocery,71,42600
2026-04-18,Central Mall,Healthcare,144,216000
2026-04-18,Central Mall,Retail,432,345600
2026-04-18,Central Mall,Entertainment,298,149000
2026-04-18,Central Mall,Grocery,421,252600
2026-04-18,Station Area,Grocery,258,154800
2026-04-18,Station Area,Retail,193,154400
2026-04-18,Station Area,Food & Beverage,319,111650
2026-04-18,Station Area,Entertainment,152,76000
2026-04-19,Market Street,Retail,244,195200
2026-04-19,Market Street,Healthcare,83,124500
2026-04-19,Market Street,Entertainment,195,97500
2026-04-19,Market Street,Services,142,170400
2026-04-19,Market Street,Grocery,360,216000
2026-04-19,Market Street,Food & Beverage,395,138250
2026-04-19,Tech Park,Healthcare,53,79500
2026-04-19,Tech Park,Entertainment,102,51000
2026-04-19,Tech Park,Services,63,75600
2026-04-19,Tech Park,Retail,147,117600
2026-04-19,Old Town,Entertainment,120,60000
2026-04-19,Old Town,Grocery,225,135000
2026-04-19,Old Town,Retail,124,99200
2026-04-19,Old Town,Services,99,118800
2026-04-19,Old Town,Food & Beverage,291,101850
2026-04-19,Old Town,Healthcare,46,69000
2026-04-19,Riverside,Food & Beverage,166,58100
2026-04-19,Riverside,Healthcare,45,67500
2026-04-19,Riverside,Grocery,145,87000
2026-04-19,Riverside,Retail,107,85600
2026-04-19,Riverside,Services,48,57600
2026-04-19,College Road,Retail,132,105600
2026-04-19,College Road,Grocery,179,107400
2026-04-19,College Road,Entertainment,117,58500
2026-04-19,College Road,Services,63,75600
2026-04-19,College Road,Food & Beverage,194,67900
2026-04-19,College Road,Healthcare,47,70500
2026-04-19,Industrial Zone,Entertainment,66,33000
2026-04-19,Industrial Zone,Retail,63,50400
2026-04-19,Industrial Zone,Services,44,52800
2026-04-19,Industrial Zone,Healthcare,25,37500
2026-04-19,Industrial Zone,Food & Beverage,140,49000
2026-04-19,Industrial Zone,Grocery,100,60000
2026-04-19,Central Mall,Healthcare,84,126000
2026-04-19,Central Mall,Retail,333,266400
2026-04-19,Central Mall,Entertainment,299,149500
2026-04-19,Central Mall,Grocery,410,246000
2026-04-19,Station Area,Grocery,215,129000
2026-04-19,Station Area,Retail,165,132000
2026-04-19,Station Area,Food & Beverage,199,69650
2026-04-19,Station Area,Entertainment,157,78500
2026-04-20,Market Street,Retail,158,126400
2026-04-20,Market Street,Healthcare,61,91500
2026-04-20,Market Street,Entertainment,138,69000
2026-04-20,Market Street,Services,104,124800
2026-04-20,Market Street,Grocery,242,145200
2026-04-20,Market Street,Food & Beverage,284,99400
2026-04-20,Tech Park,Healthcare,54,81000
2026-04-20,Tech Park,Entertainment,155,77500
2026-04-20,Tech Park,Services,78,93600
2026-04-20,Tech Park,Retail,191,152800
2026-04-20,Old Town,Entertainment,81,40500
2026-04-20,Old Town,Grocery,171,102600
2026-04-20,Old Town,Retail,115,92000
2026-04-20,Old Town,Services,64,76800
2026-04-20,Old Town,Food & Beverage,191,66850
2026-04-20,Old Town,Healthcare,31,46500
2026-04-20,Riverside,Food & Beverage,142,49700
2026-04-20,Riverside,Healthcare,33,49500
2026-04-20,Riverside,Grocery,126,75600
2026-04-20,Riverside,Retail,104,83200
2026-04-20,Riverside,Services,51,61200
2026-04-20,College Road,Retail,147,117600
2026-04-20,College Road,Grocery,200,120000
2026-04-20,College Road,Entertainment,131,65500
2026-04-20,College Road,Services,66,79200
2026-04-20,College Road,Food & Beverage,317,110950
2026-04-20,College Road,Healthcare,56,84000
2026-04-20,Industrial Zone,Entertainment,59,29500
2026-04-20,Industrial Zone,Retail,56,44800
2026-04-20,Industrial Zone,Services,39,46800
2026-04-20,Industrial Zone,Healthcare,27,40500
2026-04-20,Industrial Zone,Food & Beverage,96,33600
2026-04-20,Industrial Zone,Grocery,95,57000
2026-04-20,Central Mall,Healthcare,81,121500
2026-04-20,Central Mall,Retail,207,165600
2026-04-20,Central Mall,Entertainment,205,102500
2026-04-20,Central Mall,Grocery,354,212400
2026-04-20,Station Area,Grocery,246,147600
2026-04-20,Station Area,Retail,219,175200
2026-04-20,Station Area,Food & Beverage,273,95550
2026-04-20,Station Area,Entertainment,134,67000
2026-04-21,Market Street,Retail,239,191200
2026-04-21,Market Street,Healthcare,78,117000
2026-04-21,Market Street,Entertainment,175,87500
2026-04-21,Market Street,Services,136,163200
2026-04-21,Market Street,Grocery,331,198600
2026-04-21,Market Street,Food & Beverage,427,149450
2026-04-21,Tech Park,Healthcare,27,40500
2026-04-21,Tech Park,Entertainment,69,34500
2026-04-21,Tech Park,Services,41,49200
2026-04-21,Tech Park,Retail,98,78400
2026-04-21,Old Town,Entertainment,80,40000
2026-04-21,Old Town,Grocery,177,106200
2026-04-21,Old Town,Retail,110,88000
2026-04-21,Old Town,Services,50,60000
2026-04-21,Old Town,Food & Beverage,208,72800
2026-04-21,Old Town,Healthcare,37,55500
2026-04-21,Riverside,Food & Beverage,160,56000
2026-04-21,Riverside,Healthcare,33,49500
2026-04-21,Riverside,Grocery,122,73200
2026-04-21,Riverside,Retail,83,66400
2026-04-21,Riverside,Services,51,61200
2026-04-21,College Road,Retail,179,143200
2026-04-21,College Road,Grocery,255,153000
2026-04-21,College Road,Entertainment,112,56000
2026-04-21,College Road,Services,100,120000
2026-04-21,College Road,Food & Beverage,280,98000
2026-04-21,College Road,Healthcare,69,103500
2026-04-21,Industrial Zone,Entertainment,63,31500
2026-04-21,Industrial Zone,Retail,76,60800
2026-04-21,Industrial Zone,Services,42,50400
2026-04-21,Industrial Zone,Healthcare,22,33000
2026-04-21,Industrial Zone,Food & Beverage,145,50750
2026-04-21,Industrial Zone,Grocery,120,72000
2026-04-21,Central Mall,Healthcare,89,133500
2026-04-21,Central Mall,Retail,297,237600
2026-04-21,Central Mall,Entertainment,193,96500
2026-04-21,Central Mall,Grocery,315,189000
2026-04-21,Station Area,Grocery,234,140400
2026-04-21,Station Area,Retail,182,145600
2026-04-21,Station Area,Food & Beverage,280,98000
2026-04-21,Station Area,Entertainment,147,73500
2026-04-22,Market Street,Retail,212,169600
2026-04-22,Market Street,Healthcare,61,91500
2026-04-22,Market Street,Entertainment,173,86500
2026-04-22,Market Street,Services,119,142800
2026-04-22,Market Street,Grocery,279,167400
2026-04-22,Market Street,Food & Beverage,382,133700
2026-04-22,Tech Park,Healthcare,61,91500
2026-04-22,Tech Park,Entertainment,174,87000
2026-04-22,Tech Park,Services,98,117600
2026-04-22,Tech Park,Retail,185,148000
2026-04-22,Old Town,Entertainment,91,45500
2026-04-22,Old Town,Grocery,147,88200
2026-04-22,Old Town,Retail,115,92000
2026-04-22,Old Town,Services,63,75600
2026-04-22,Old Town,Food & Beverage,220,77000
2026-04-22,Old Town,Healthcare,39,58500
2026-04-22,Riverside,Food & Beverage,119,41650
2026-04-22,Riverside,Healthcare,31,46500
2026-04-22,Riverside,Grocery,104,62400
2026-04-22,Riverside,Retail,84,67200
2026-04-22,Riverside,Services,47,56400
2026-04-22,College Road,Retail,188,150400
2026-04-22,College Road,Grocery,273,163800
2026-04-22,College Road,Entertainment,155,77500
2026-04-22,College Road,Services,90,108000
2026-04-22,College Road,Food & Beverage,375,131250
2026-04-22,College Road,Healthcare,62,93000
2026-04-22,Industrial Zone,Entertainment,56,28000
2026-04-22,Industrial Zone,Retail,78,62400
2026-04-22,Industrial Zone,Services,39,46800
2026-04-22,Industrial Zone,Healthcare,24,36000
2026-04-22,Industrial Zone,Food & Beverage,148,51800
2026-04-22,Industrial Zone,Grocery,92,55200
2026-04-22,Central Mall,Healthcare,88,132000
2026-04-22,Central Mall,Retail,276,220800
2026-04-22,Central Mall,Entertainment,241,120500
2026-04-22,Central Mall,Grocery,308,184800
2026-04-22,Station Area,Grocery,203,121800
2026-04-22,Station Area,Retail,178,142400
2026-04-22,Station Area,Food & Beverage,264,92400
2026-04-22,Station Area,Entertainment,145,72500
2026-04-23,Market Street,Retail,203,162400
2026-04-23,Market Street,Healthcare,58,87000
2026-04-23,Market Street,Entertainment,133,66500
2026-04-23,Market Street,Services,104,124800
2026-04-23,Market Street,Grocery,281,168600
2026-04-23,Market Street,Food & Beverage,268,93800
2026-04-23,Tech Park,Healthcare,70,105000
2026-04-23,Tech Park,Entertainment,167,83500
2026-04-23,Tech Park,Services,113,135600
2026-04-23,Tech Park,Retail,217,173600
2026-04-23,Old Town,Entertainment,122,61000
2026-04-23,Old Town,Grocery,161,96600
2026-04-23,Old Town,Retail,127,101600
2026-04-23,Old Town,Services,64,76800
2026-04-23,Old Town,Food & Beverage,209,73150
2026-04-23,Old Town,Healthcare,48,72000
2026-04-23,Riverside,Food & Beverage,110,38500
2026-04-23,Riverside,Healthcare,23,34500
2026-04-23,Riverside,Grocery,116,69600
2026-04-23,Riverside,Retail,84,67200
2026-04-23,Riverside,Services,39,46800
2026-04-23,College Road,Retail,190,152000
2026-04-23,College Road,Grocery,241,144600
2026-04-23,College Road,Entertainment,161,80500
2026-04-23,College Road,Services,94,112800
2026-04-23,College Road,Food & Beverage,322,112700
2026-04-23,College Road,Healthcare,73,109500
2026-04-23,Industrial Zone,Entertainment,53,26500
2026-04-23,Industrial Zone,Retail,63,50400
2026-04-23,Industrial Zone,Services,36,43200
2026-04-23,Industrial Zone,Healthcare,20,30000
2026-04-23,Industrial Zone,Food & Beverage,131,45850
2026-04-23,Industrial Zone,Grocery,86,51600
2026-04-23,Central Mall,Healthcare,79,118500
2026-04-23,Central Mall,Retail,225,180000
2026-04-23,Central Mall,Entertainment,218,109000
2026-04-23,Central Mall,Grocery,357,214200
2026-04-23,Station Area,Grocery,251,150600
2026-04-23,Station Area,Retail,210,168000
2026-04-23,Station Area,Food & Beverage,281,98350
2026-04-23,Station Area,Entertainment,161,80500
2026-04-24,Market Street,Retail,209,167200
2026-04-24,Market Street,Healthcare,78,117000
2026-04-24,Market Street,Entertainment,147,73500
2026-04-24,Market Street,Services,93,111600
2026-04-24,Market Street,Grocery,242,145200
2026-04-24,Market Street,Food & Beverage,288,100800
2026-04-24,Tech Park,Healthcare,72,108000
2026-04-24,Tech Park,Entertainment,177,88500
2026-04-24,Tech Park,Services,106,127200
2026-04-24,Tech Park,Retail,216,172800
2026-04-24,Old Town,Entertainment,82,41000
2026-04-24,Old Town,Grocery,135,81000
2026-04-24,Old Town,Retail,98,78400
2026-04-24,Old Town,Services,52,62400
2026-04-24,Old Town,Food & Beverage,144,50400
2026-04-24,Old Town,Healthcare,35,52500
2026-04-24,Riverside,Food & Beverage,144,50400
2026-04-24,Riverside,Healthcare,31,46500
2026-04-24,Riverside,Grocery,116,69600
2026-04-24,Riverside,Retail,85,68000
2026-04-24,Riverside,Services,42,50400
2026-04-24,College Road,Retail,180,144000
2026-04-24,College Road,Grocery,256,153600
2026-04-24,College Road,Entertainment,127,63500
2026-04-24,College Road,Services,96,115200
2026-04-24,College Road,Food & Beverage,305,106750
2026-04-24,College Road,Healthcare,55,82500
2026-04-24,Industrial Zone,Entertainment,57,28500
2026-04-24,Industrial Zone,Retail,78,62400
2026-04-24,Industrial Zone,Services,36,43200
2026-04-24,Industrial Zone,Healthcare,26,39000
2026-04-24,Industrial Zone,Food & Beverage,116,40600
2026-04-24,Industrial Zone,Grocery,113,67800
2026-04-24,Central Mall,Healthcare,98,147000
2026-04-24,Central Mall,Retail,219,175200
2026-04-24,Central Mall,Entertainment,202,101000
2026-04-24,Central Mall,Grocery,296,177600
2026-04-24,Station Area,Grocery,270,162000
2026-04-24,Station Area,Retail,160,128000
2026-04-24,Station Area,Food & Beverage,320,112000
2026-04-24,Station Area,Entertainment,134,67000
2026-04-25,Market Street,Retail,275,220000
2026-04-25,Market Street,Healthcare,84,126000
2026-04-25,Market Street,Entertainment,243,121500
2026-04-25,Market Street,Services,137,164400
2026-04-25,Market Street,Grocery,395,237000
2026-04-25,Market Street,Food & Beverage,452,158200
2026-04-25,Tech Park,Healthcare,54,81000
2026-04-25,Tech Park,Entertainment,135,67500
2026-04-25,Tech Park,Services,81,97200
2026-04-25,Tech Park,Retail,169,135200
2026-04-25,Old Town,Entertainment,147,73500
2026-04-25,Old Town,Grocery,196,117600
2026-04-25,Old Town,Retail,178,142400
2026-04-25,Old Town,Services,97,116400
2026-04-25,Old Town,Food & Beverage,244,85400
2026-04-25,Old Town,Healthcare,45,67500
2026-04-25,Riverside,Food & Beverage,201,70350
2026-04-25,Riverside,Healthcare,37,55500
2026-04-25,Riverside,Grocery,185,111000
2026-04-25,Riverside,Retail,117,93600
2026-04-25,Riverside,Services,57,68400
2026-04-25,College Road,Retail,121,96800
